1	 1:6.6749	 2:3.09	 3:4.14	 4:.027707
1	 1:4.40148	 2:1.02	 3:1.13	 4:.000808
1	 1:10.786	 2:2.13	 3:2.23	 4:.002181
1	 1:5.62327	 2:1.13	 3:1.16	 4:.001212
1	 1:18.2209	 2:5.35	 3:6.64	 4:.007356
1	 1:14.266	 2:3.04	 3:2.05	 4:.002297
1	 1:3.18671	 2:0	 3:0	 4:0
1	 1:5.96006	 2:2.03	 3:3.08	 4:.003589
1	 1:11.3595	 2:1.01	 3:1.01	 4:.001164
2	 1:19.6298	 2:2.08	 3:4.23	 4:.011477
1	 1:4.58578	 2:1.06	 3:1.15	 4:.002248
1	 1:5.98276	 2:0	 3:0	 4:0
1	 1:8.62632	 2:2.4	 3:2.2	 4:.001407
1	 1:4.83769	 2:1.03	 3:1.07	 4:.000636
1	 1:3.82071	 2:2.03	 3:2.04	 4:.002052
2	 1:16.9512	 2:0	 3:1.01	 4:.000607
1	 1:8.48552	 2:2.03	 3:3.05	 4:.005531
1	 1:5.74856	 2:3.08	 3:3.23	 4:.006536
1	 1:1.76682	 2:0	 3:0	 4:0
1	 1:4.55719	 2:1.05	 3:1.04	 4:.002248
1	 1:27.3621	 2:13.77	 3:17.23	 4:.014641
1	 1:12.0882	 2:1.01	 3:2.03	 4:.008426
1	 1:4.38535	 2:2.11	 3:2.14	 4:.002014
1	 1:17.6967	 2:3.07	 3:4.25	 4:.004864
1	 1:5.02919	 2:1.01	 3:1.08	 4:.002248
1	 1:3.19695	 2:0	 3:0	 4:0
2	 1:31.2801	 2:18.4	 3:25.81	 4:.026348
1	 1:1.77712	 2:0	 3:0	 4:0
1	 1:7.38689	 2:0	 3:0	 4:0
1	 1:3.15241	 2:0	 3:0	 4:0
2	 1:34.2777	 2:0	 3:1.02	 4:.000161
1	 1:7.00075	 2:1.17	 3:1.28	 4:.000658
1	 1:3.45817	 2:0	 3:0	 4:0
1	 1:6.41569	 2:0	 3:0	 4:0
1	 1:11.2037	 2:1.01	 3:1.03	 4:.00063
1	 1:4.64887	 2:0	 3:0	 4:0
2	 1:29.4386	 2:9.34	 3:11.35	 4:.019324
1	 1:14.8324	 2:1.01	 3:2.05	 4:.008426
1	 1:10.9766	 2:1.01	 3:3.06	 4:.002629
1	 1:13.1037	 2:4.06	 3:7.2	 4:.005362
1	 1:3.94798	 2:0	 3:0	 4:0
1	 1:13.8673	 2:6.09	 3:6.21	 4:.007384
1	 1:4.41258	 2:2.03	 3:2.07	 4:.004604
1	 1:0	 2:4.1	 3:3.11	 4:.003274
1	 1:7.14634	 2:1.02	 3:2.07	 4:.004976
1	 1:1.76682	 2:0	 3:0	 4:0
1	 1:17.0249	 2:8.31	 3:5.43	 4:.0059
1	 1:3.19189	 2:0	 3:0	 4:0
1	 1:1.76682	 2:0	 3:0	 4:0
1	 1:9.70651	 2:2.03	 3:3.05	 4:.002878
1	 1:1.77712	 2:2.02	 3:2.04	 4:.0067
1	 1:8.45689	 2:1.02	 3:2.11	 4:.002436
1	 1:11.6158	 2:1.02	 3:3.07	 4:.004424
1	 1:5.24311	 2:2.3	 3:2.54	 4:.003402
1	 1:13.5695	 2:2.06	 3:2.03	 4:.004026
1	 1:4.33338	 2:0	 3:0	 4:0
2	 1:11.3129	 2:2.09	 3:2.18	 4:.002095
1	 1:2.99199	 2:0	 3:0	 4:0
1	 1:5.97445	 2:1.05	 3:1.05	 4:.001415
1	 1:14.7861	 2:2.14	 3:3.33	 4:.002929
1	 1:7.72196	 2:0	 3:1.01	 4:.000805
1	 1:8.61561	 2:0	 3:2.03	 4:.001423
1	 1:10.7594	 2:1.01	 3:2.04	 4:.003475
2	 1:19.2408	 2:4.31	 3:5.46	 4:.008298
1	 1:7.2288	 2:0	 3:0	 4:0
1	 1:9.28127	 2:1.01	 3:1.02	 4:.001627
1	 1:4.49111	 2:3.61	 3:4	 4:.000831
1	 1:8.67717	 2:0	 3:2.08	 4:.002514
1	 1:1.38451	 2:1.01	 3:1.01	 4:.00337
2	 1:1.77712	 2:0	 3:0	 4:0
1	 1:0	 2:0	 3:0	 4:0
1	 1:1.56044	 2:0	 3:0	 4:0
1	 1:7.94243	 2:2.02	 3:3.1	 4:.004253
1	 1:0	 2:0	 3:0	 4:0
1	 1:7.73771	 2:4.16	 3:4.23	 4:.003303
1	 1:7.93397	 2:0	 3:2.03	 4:.010051
1	 1:11.2074	 2:2.06	 3:4.24	 4:.00361
1	 1:12.5792	 2:2.02	 3:3.09	 4:.004911
2	 1:16.4773	 2:7.11	 3:9.4	 4:.011685
1	 1:9.06665	 2:1.02	 3:3.1	 4:.004184
1	 1:4.77591	 2:0	 3:0	 4:0
1	 1:11.7129	 2:1.01	 3:2.08	 4:.001612
1	 1:13.9237	 2:0	 3:2.03	 4:.002432
2	 1:0	 2:0	 3:0	 4:0
1	 1:7.72196	 2:0	 3:1.01	 4:.000805
1	 1:3.18918	 2:1.02	 3:1.02	 4:.001533
1	 1:11.1884	 2:3.11	 3:4.23	 4:.005726
2	 1:7.91391	 2:0	 3:1.01	 4:.000838
1	 1:21.1016	 2:3.22	 3:5.58	 4:.006411
1	 1:6.01575	 2:0	 3:1.01	 4:.000607
1	 1:3.26332	 2:0	 3:0	 4:0
1	 1:7.90771	 2:1.01	 3:1.02	 4:.007621
1	 1:4.68802	 2:0	 3:0	 4:0
1	 1:6.2318	 2:1.02	 3:1.04	 4:.001575
2	 1:12.7082	 2:3.08	 3:3.07	 4:.002381
1	 1:8.90433	 2:0	 3:0	 4:0
1	 1:19.5813	 2:9.22	 3:12.78	 4:.013466
1	 1:17.5231	 2:4.47	 3:8.12	 4:.00464
1	 1:12.1236	 2:1.01	 3:1.02	 4:.000805
1	 1:3.69105	 2:1.01	 3:0	 4:0
1	 1:10.9041	 2:0	 3:2.02	 4:.002767
2	 1:34.7864	 2:16.75	 3:20.42	 4:.023849
1	 1:4.68802	 2:0	 3:0	 4:0
1	 1:7.31355	 2:3.06	 3:2.09	 4:.007204
1	 1:4.08622	 2:0	 3:0	 4:0
1	 1:2.97312	 2:0	 3:0	 4:0
1	 1:5.65618	 2:2.08	 3:2.19	 4:.004099
1	 1:3.09661	 2:1.03	 3:1.01	 4:.004128
1	 1:7.67247	 2:2.12	 3:3.27	 4:.003071
1	 1:14.9163	 2:3.24	 3:3.36	 4:.006319
1	 1:14.2302	 2:1.05	 3:1.06	 4:.000584
1	 1:21.9852	 2:12.74	 3:17.57	 4:.00871
2	 1:12.2608	 2:6.33	 3:7.45	 4:.012365
1	 1:9.53614	 2:0	 3:0	 4:0
1	 1:3.3149	 2:1.23	 3:1.42	 4:.001709
1	 1:3.15995	 2:0	 3:0	 4:0
2	 1:19.6259	 2:7.47	 3:8.9	 4:.008659
1	 1:9.58427	 2:1.01	 3:1.06	 4:.002356
2	 1:27.0841	 2:12.36	 3:16.7	 4:.033335
1	 1:1.77712	 2:0	 3:0	 4:0
1	 1:3.00184	 2:1.03	 3:1.08	 4:.001631
1	 1:3.1496	 2:0	 3:1.01	 4:.00154
1	 1:4.6939	 2:0	 3:0	 4:0
1	 1:4.57426	 2:0	 3:0	 4:0
1	 1:5.93615	 2:0	 3:0	 4:0
1	 1:9.48112	 2:7.2	 3:7.39	 4:.036255
1	 1:9.95194	 2:3.05	 3:2.04	 4:.002468
1	 1:8.04434	 2:1.01	 3:1.06	 4:.000749
1	 1:14.4326	 2:5.14	 3:7.27	 4:.010352
1	 1:14.4626	 2:3.12	 3:4.17	 4:.004995
1	 1:1.76682	 2:0	 3:0	 4:0
1	 1:1.50465	 2:0	 3:0	 4:0
1	 1:5.97053	 2:0	 3:0	 4:0
1	 1:15.0796	 2:0	 3:2.03	 4:.002337
2	 1:10.4263	 2:4.1	 3:5.13	 4:.017297
1	 1:9.25652	 2:0	 3:0	 4:0
1	 1:8.47667	 2:1.07	 3:1.15	 4:.000808
1	 1:10.0676	 2:1.07	 3:2.12	 4:.001776
1	 1:10.731	 2:1.01	 3:2.04	 4:.001423
1	 1:9.23472	 2:0	 3:0	 4:0
1	 1:3.18664	 2:1.01	 3:1.02	 4:.000759
1	 1:9.67792	 2:0	 3:1.01	 4:.000805
1	 1:7.20709	 2:1.01	 3:1.06	 4:.001627
1	 1:1.76682	 2:0	 3:0	 4:0
1	 1:7.08412	 2:3.1	 3:3.19	 4:.006996
1	 1:12.3849	 2:3.04	 3:3.18	 4:.004634
1	 1:1.76682	 2:0	 3:0	 4:0
1	 1:3.20993	 2:1.02	 3:1.04	 4:.001575
1	 1:7.26892	 2:0	 3:1.02	 4:.000838
1	 1:6.01575	 2:0	 3:1.01	 4:.000607
1	 1:1.39536	 2:0	 3:0	 4:0
1	 1:11.9006	 2:2.02	 3:4.06	 4:.005169
1	 1:8.934	 2:0	 3:1.01	 4:.000805
1	 1:9.08201	 2:1.01	 3:2.03	 4:.00259
1	 1:4.41398	 2:1.03	 3:1.02	 4:.001981
1	 1:16.753	 2:4.05	 3:7.09	 4:.013348
1	 1:3.19695	 2:0	 3:0	 4:0
1	 1:10.137	 2:2.05	 3:4.09	 4:.005033
1	 1:6.41569	 2:0	 3:0	 4:0
1	 1:3.13086	 2:0	 3:0	 4:0
1	 1:4.69129	 2:0	 3:0	 4:0
1	 1:4.41258	 2:2.02	 3:2.03	 4:.004604
1	 1:6.33209	 2:1.02	 3:1.04	 4:.001348
1	 1:3.97134	 2:0	 3:0	 4:0
2	 1:20.8861	 2:2.04	 3:2.07	 4:.002432
1	 1:7.91219	 2:0	 3:0	 4:0
1	 1:6.12275	 2:1.01	 3:1.01	 4:.001009
1	 1:2.91017	 2:0	 3:0	 4:0
1	 1:3.30831	 2:0	 3:0	 4:0
1	 1:15.5592	 2:1.03	 3:4.11	 4:.002871
1	 1:6.82195	 2:2.04	 3:2.14	 4:.003788
1	 1:4.68802	 2:0	 3:0	 4:0
1	 1:5.07878	 2:1.03	 3:1.04	 4:.000706
1	 1:27.4287	 2:12.66	 3:14.87	 4:.017385
1	 1:10.3507	 2:0	 3:2.02	 4:.003259
1	 1:4.0521	 2:2.06	 3:2.06	 4:.006044
1	 1:8.02724	 2:2.02	 3:2.17	 4:.002494
1	 1:5.32582	 2:0	 3:0	 4:0
1	 1:6.42599	 2:0	 3:0	 4:0
1	 1:11.9716	 2:4.07	 3:4.07	 4:.005251
2	 1:17.5007	 2:5.08	 3:7.2	 4:.013828
1	 1:6.04232	 2:0	 3:0	 4:0
1	 1:17.842	 2:3.18	 3:4.29	 4:.003236
1	 1:1.76682	 2:0	 3:0	 4:0
1	 1:4.41258	 2:1.01	 3:1.01	 4:.002248
1	 1:1.17006	 2:0	 3:0	 4:0
1	 1:11.0533	 2:2.02	 3:2.04	 4:.001954
1	 1:1.38451	 2:1.01	 3:1.01	 4:.00337
1	 1:6.41569	 2:0	 3:0	 4:0
1	 1:9.06916	 2:4.04	 3:3.06	 4:.006579
1	 1:15.0338	 2:3.2	 3:5.62	 4:.006755
2	 1:10.135	 2:5.21	 3:5.51	 4:.006819
2	 1:21.3934	 2:4.26	 3:6.67	 4:.009108
1	 1:7.23217	 2:0	 3:0	 4:0
1	 1:3.37663	 2:0	 3:0	 4:0
1	 1:4.3792	 2:1.04	 3:0	 4:0
1	 1:12.3495	 2:2.02	 3:3.05	 4:.002187
2	 1:11.6789	 2:2.05	 3:2.1	 4:.003283
1	 1:3.44787	 2:0	 3:0	 4:0
1	 1:12.2071	 2:0	 3:0	 4:0
1	 1:10.8989	 2:1.01	 3:1.02	 4:.001976
1	 1:0	 2:0	 3:0	 4:0
1	 1:8.67904	 2:0	 3:0	 4:0
2	 1:14.1196	 2:6.09	 3:8.19	 4:.018303
1	 1:9.00686	 2:2.13	 3:2.36	 4:.001621
1	 1:16.9705	 2:5.73	 3:6.06	 4:.007622
1	 1:13.6128	 2:5.06	 3:3.06	 4:.003052
2	 1:19.5212	 2:4.19	 3:9.63	 4:.013462
1	 1:7.53549	 2:0	 3:0	 4:0
1	 1:3.36633	 2:0	 3:0	 4:0
1	 1:9.53015	 2:1.04	 3:1.06	 4:.001976
1	 1:3.10486	 2:1.03	 3:1.03	 4:.000607
1	 1:10.3534	 2:4.14	 3:4.14	 4:.004623
1	 1:13.6031	 2:2.07	 3:2.12	 4:.001765
1	 1:8.83054	 2:1.01	 3:0	 4:0
1	 1:19.0251	 2:5.4	 3:6.02	 4:.006191
1	 1:2.98342	 2:0	 3:1.01	 4:.00114
1	 1:4.78875	 2:1.01	 3:1.02	 4:.000723
1	 1:5.83014	 2:0	 3:1.01	 4:.002356
1	 1:7.41817	 2:0	 3:0	 4:0
1	 1:7.04931	 2:2.08	 3:2.17	 4:.003283
1	 1:1.76682	 2:0	 3:0	 4:0
1	 1:6.42599	 2:0	 3:0	 4:0
1	 1:1.76682	 2:0	 3:0	 4:0
1	 1:22.5908	 2:8.28	 3:9.66	 4:.008313
1	 1:5.97445	 2:1.05	 3:1.06	 4:.001415
2	 1:1.76682	 2:0	 3:0	 4:0
1	 1:5.02919	 2:1.02	 3:1.04	 4:.002248
1	 1:15.6337	 2:5.12	 3:5.31	 4:.005233
1	 1:6.41569	 2:0	 3:0	 4:0
1	 1:7.34746	 2:1.02	 3:1.02	 4:.001009
1	 1:17.4516	 2:5.12	 3:6.26	 4:.008478
1	 1:6.68071	 2:0	 3:0	 4:0
1	 1:6.43978	 2:2.04	 3:2.05	 4:.00288
1	 1:14.705	 2:2.08	 3:3.07	 4:.003039
1	 1:21.0803	 2:7.43	 3:10.89	 4:.020716
1	 1:7.47927	 2:0	 3:0	 4:0
1	 1:13.1185	 2:4.36	 3:4.64	 4:.005815
1	 1:7.92388	 2:2.3	 3:2.63	 4:.003401
1	 1:1.56044	 2:0	 3:0	 4:0
1	 1:7.38593	 2:1.02	 3:1.02	 4:.000646
2	 1:10.9599	 2:2.04	 3:2.08	 4:.002936
1	 1:1.76682	 2:0	 3:0	 4:0
2	 1:3.03348	 2:1.01	 3:1.02	 4:.0009
1	 1:9.97572	 2:0	 3:1.01	 4:.002502
1	 1:6.21176	 2:1.01	 3:1.01	 4:.00191
1	 1:17.3833	 2:4.18	 3:6.2	 4:.005112
1	 1:3.71677	 2:0	 3:0	 4:0
1	 1:11.6303	 2:0	 3:2.02	 4:.001554
1	 1:3.12148	 2:0	 3:0	 4:0
1	 1:6.60445	 2:2.07	 3:2.21	 4:.002682
1	 1:9.69581	 2:1.01	 3:3.1	 4:.002367
1	 1:8.10954	 2:1.04	 3:1.04	 4:.000706
1	 1:4.57263	 2:0	 3:1.01	 4:.00114
1	 1:25.4544	 2:5.24	 3:8.45	 4:.007861
1	 1:31.5124	 2:18.69	 3:22.37	 4:.018363
1	 1:9.09107	 2:0	 3:2.03	 4:.001423
1	 1:10.8518	 2:1.1	 3:1.13	 4:.001627
1	 1:3.15995	 2:0	 3:0	 4:0
1	 1:5.82553	 2:1.01	 3:2.04	 4:.002081
1	 1:3.20427	 2:1.04	 3:1.1	 4:.006335
1	 1:2.98148	 2:0	 3:0	 4:0
1	 1:0	 2:4.29	 3:6.48	 4:.015935
1	 1:1.76682	 2:0	 3:0	 4:0
2	 1:13.9484	 2:3.1	 3:4.24	 4:.003735
1	 1:4.64887	 2:0	 3:0	 4:0
2	 1:4.43166	 2:0	 3:0	 4:0
1	 1:8.00589	 2:1.1	 3:2.24	 4:.001944
1	 1:5.88907	 2:1.05	 3:1.09	 4:.002248
2	 1:22.1232	 2:9.25	 3:10.51	 4:.055656
1	 1:1.77712	 2:0	 3:0	 4:0
1	 1:17.1585	 2:4.31	 3:7.04	 4:.010527
1	 1:6.41569	 2:0	 3:0	 4:0
1	 1:10.6096	 2:2.02	 3:3.07	 4:.003263
2	 1:1.76682	 2:0	 3:0	 4:0
2	 1:7.27922	 2:0	 3:1.01	 4:.000838
1	 1:4.41258	 2:1.01	 3:2.07	 4:.004604
1	 1:10.6248	 2:0	 3:3.07	 4:.002002
1	 1:6.41569	 2:0	 3:0	 4:0
1	 1:6.59546	 2:0	 3:0	 4:0
1	 1:18.2694	 2:5.34	 3:10.31	 4:.011023
1	 1:17.2695	 2:1.02	 3:3.08	 4:.002372
1	 1:1.76682	 2:0	 3:0	 4:0
1	 1:12.9417	 2:0	 3:2.02	 4:.001554
1	 1:9.31549	 2:0	 3:0	 4:0
1	 1:8.91487	 2:0	 3:0	 4:0
1	 1:0	 2:0	 3:0	 4:0
2	 1:10.193	 2:1.02	 3:3.09	 4:.002881
1	 1:6.83528	 2:1.04	 3:1.09	 4:.001005
2	 1:7.63864	 2:1.05	 3:3.07	 4:.004045
2	 1:20.424	 2:3.08	 3:6.16	 4:.006516
2	 1:28.1851	 2:17.56	 3:17.98	 4:.034276
1	 1:5.97024	 2:0	 3:1.01	 4:.001533
1	 1:0	 2:0	 3:0	 4:0
1	 1:7.57679	 2:1.01	 3:0	 4:0
1	 1:5.98276	 2:0	 3:0	 4:0
2	 1:10.7326	 2:4.44	 3:5.4	 4:.011635
1	 1:7.2298	 2:2.02	 3:2.06	 4:.005873
1	 1:1.77712	 2:0	 3:0	 4:0
1	 1:4.77474	 2:1.02	 3:2.12	 4:.003619
1	 1:4.41258	 2:1.01	 3:1.04	 4:.002356
1	 1:0	 2:0	 3:0	 4:0
2	 1:14.5368	 2:2.02	 3:5.15	 4:.01006
1	 1:4.00609	 2:1.01	 3:0	 4:0
1	 1:7.20153	 2:0	 3:0	 4:0
1	 1:0	 2:0	 3:0	 4:0
1	 1:14.7275	 2:7.45	 3:9.13	 4:.019868
1	 1:1.76682	 2:1.01	 3:1.01	 4:.003147
1	 1:2.8819	 2:0	 3:0	 4:0
1	 1:2.6367	 2:0	 3:1.06	 4:.003553
1	 1:4.73464	 2:0	 3:0	 4:0
2	 1:22.5021	 2:10.33	 3:14.99	 4:.018112
1	 1:12.3547	 2:4.05	 3:2.03	 4:.001718
1	 1:10.2622	 2:1.08	 3:1.03	 4:.000744
1	 1:11.7919	 2:3.09	 3:4.14	 4:.003547
2	 1:25.2449	 2:3.07	 3:8.3	 4:.013545
1	 1:11.7184	 2:2.02	 3:2.07	 4:.002893
2	 1:6.08968	 2:2.15	 3:2.34	 4:.008255
1	 1:3.19189	 2:0	 3:0	 4:0
1	 1:6.62605	 2:2.11	 3:2.08	 4:.004597
1	 1:7.49997	 2:1.05	 3:1.04	 4:.00191
1	 1:17.1453	 2:6.33	 3:7.8	 4:.007246
1	 1:4.33338	 2:0	 3:0	 4:0
1	 1:1.76682	 2:0	 3:0	 4:0
1	 1:9.83397	 2:4.1	 3:4.1	 4:.008084
1	 1:6.4354	 2:0	 3:1.01	 4:.001164
1	 1:11.7134	 2:3.09	 3:4.16	 4:.005727
2	 1:11.1262	 2:1.05	 3:3.1	 4:.002172
1	 1:6.42599	 2:0	 3:0	 4:0
1	 1:13.6285	 2:3.05	 3:4.12	 4:.004025
1	 1:1.56044	 2:0	 3:0	 4:0
1	 1:19.8234	 2:6.09	 3:6.22	 4:.008824
1	 1:11.8796	 2:1.01	 3:2.09	 4:.002387
1	 1:8.67717	 2:0	 3:2.05	 4:.002514
1	 1:4.33338	 2:0	 3:0	 4:0
1	 1:8.67717	 2:1.2	 3:3.39	 4:.003263
1	 1:1.76682	 2:0	 3:0	 4:0
1	 1:3.19695	 2:0	 3:0	 4:0
1	 1:11.0027	 2:6.38	 3:6.81	 4:.006495
1	 1:3.1028	 2:1.04	 3:1.1	 4:.001932
1	 1:11.3416	 2:1.01	 3:2.02	 4:.005998
1	 1:16.6139	 2:0	 3:1.02	 4:.000811
2	 1:12.4237	 2:5.06	 3:8.31	 4:.005657
1	 1:6.02143	 2:0	 3:0	 4:0
2	 1:18.2025	 2:5.15	 3:5.24	 4:.007219
1	 1:21.7149	 2:13.59	 3:15.93	 4:.015779
1	 1:6.41569	 2:0	 3:0	 4:0
1	 1:9.61458	 2:1.01	 3:2.04	 4:.001971
1	 1:19.6689	 2:1.01	 3:4.09	 4:.004688
1	 1:0	 2:0	 3:0	 4:0
1	 1:7.7065	 2:4.09	 3:4.19	 4:.005736
1	 1:7.27922	 2:0	 3:1.06	 4:.000838
1	 1:9.89425	 2:1.01	 3:2.04	 4:.004357
1	 1:17.1031	 2:4.05	 3:3.06	 4:.00453
1	 1:4.41258	 2:2.27	 3:2.63	 4:.004604
1	 1:3.27147	 2:0	 3:0	 4:0
2	 1:16.6538	 2:5.34	 3:6.69	 4:.012806
2	 1:26.3437	 2:10.97	 3:14.29	 4:.011366
1	 1:7.48098	 2:3.24	 3:3.41	 4:.008816
1	 1:0	 2:0	 3:0	 4:0
1	 1:3.8069	 2:0	 3:1.01	 4:.002248
1	 1:6.18007	 2:0	 3:0	 4:0
1	 1:4.31202	 2:0	 3:0	 4:0
1	 1:10.4245	 2:1.01	 3:1.01	 4:.005081
1	 1:3.90631	 2:0	 3:0	 4:0
1	 1:13.6235	 2:2.36	 3:5.55	 4:.002956
1	 1:10.9582	 2:3.21	 3:3.17	 4:.002605
1	 1:0	 2:0	 3:0	 4:0
1	 1:1.56044	 2:0	 3:0	 4:0
2	 1:8.61553	 2:1.01	 3:2.03	 4:.004775
2	 1:0	 2:0	 3:0	 4:0
1	 1:4.25341	 2:2.02	 3:0	 4:0
1	 1:3.1764	 2:0	 3:1.01	 4:.002502
1	 1:4.50833	 2:0	 3:0	 4:0
1	 1:6.41569	 2:0	 3:0	 4:0
2	 1:19.0688	 2:3.08	 3:3.2	 4:.001971
1	 1:5.8987	 2:2.05	 3:2.05	 4:.001507
1	 1:10.7456	 2:2.07	 3:1.13	 4:.006335
1	 1:19.6349	 2:8.28	 3:7.56	 4:.007914
2	 1:0	 2:0	 3:0	 4:0
1	 1:5.95836	 2:0	 3:0	 4:0
1	 1:4.57426	 2:0	 3:0	 4:0
1	 1:4.33338	 2:0	 3:0	 4:0
1	 1:2.84822	 2:0	 3:0	 4:0
2	 1:28.2531	 2:17.83	 3:18.28	 4:.032883
1	 1:8.67717	 2:1.01	 3:3.09	 4:.003263
1	 1:19.7652	 2:4.04	 3:2.04	 4:.001841
1	 1:7.6507	 2:0	 3:0	 4:0
1	 1:11.3948	 2:2.02	 3:2.06	 4:.001407
1	 1:2.71813	 2:0	 3:0	 4:0
1	 1:11.695	 2:4.09	 3:8.36	 4:.011178
1	 1:11.7134	 2:2.02	 3:3.05	 4:.009589
1	 1:7.34746	 2:1.01	 3:1.01	 4:.001009
1	 1:8.04434	 2:0	 3:0	 4:0
1	 1:12.713	 2:2.08	 3:3.2	 4:.004425
1	 1:6.41569	 2:0	 3:0	 4:0
1	 1:0	 2:0	 3:0	 4:0
1	 1:10.3881	 2:0	 3:0	 4:0
1	 1:7.722	 2:0	 3:1.02	 4:.001627
1	 1:7.0311	 2:2.02	 3:2.06	 4:.001511
1	 1:5.42019	 2:1.01	 3:1.01	 4:.002356
1	 1:6.78705	 2:0	 3:0	 4:0
1	 1:8.44052	 2:1.02	 3:2.02	 4:.001554
1	 1:9.59117	 2:3.2	 3:2.27	 4:.001411
1	 1:8.04434	 2:0	 3:0	 4:0
1	 1:10.1597	 2:2.05	 3:2.25	 4:.004287
1	 1:13.2919	 2:4.04	 3:4.08	 4:.004797
1	 1:3.06228	 2:0	 3:0	 4:0
1	 1:4.33338	 2:0	 3:0	 4:0
1	 1:3.18664	 2:0	 3:0	 4:0
1	 1:5.41232	 2:0	 3:0	 4:0
2	 1:22.4197	 2:10.44	 3:10.96	 4:.015319
1	 1:4.56477	 2:0	 3:0	 4:0
1	 1:7.57392	 2:0	 3:0	 4:0
1	 1:16.5679	 2:6.21	 3:6.26	 4:.005527
1	 1:17.8255	 2:1.05	 3:3.06	 4:.003138
1	 1:11.0408	 2:2.03	 3:3.05	 4:.004363
1	 1:3.30831	 2:0	 3:0	 4:0
1	 1:6.74569	 2:2.18	 3:3.25	 4:.005378
1	 1:18.6113	 2:3.05	 3:6.15	 4:.006232
1	 1:5.33086	 2:0	 3:0	 4:0
1	 1:22.588	 2:5.33	 3:6.85	 4:.004821
1	 1:3.18918	 2:1.02	 3:1.02	 4:.001533
1	 1:9.96423	 2:0	 3:0	 4:0
1	 1:6.40904	 2:2.06	 3:2.02	 4:.003619
1	 1:3.11166	 2:0	 3:0	 4:0
1	 1:11.9805	 2:0	 3:1.01	 4:.000805
2	 1:21.9232	 2:7.15	 3:11.55	 4:.013282
1	 1:7.17094	 2:1.01	 3:1.01	 4:.005081
1	 1:6.70338	 2:3.08	 3:3.26	 4:.004824
1	 1:14.1689	 2:5.28	 3:6.77	 4:.006248
1	 1:6.41569	 2:0	 3:0	 4:0
1	 1:9.90134	 2:2.03	 3:2.04	 4:.003133
1	 1:26.2376	 2:14.02	 3:15.59	 4:.018378
1	 1:1.77712	 2:0	 3:0	 4:0
1	 1:7.38607	 2:0	 3:0	 4:0
1	 1:10.1089	 2:0	 3:1.01	 4:.0009
1	 1:3.18172	 2:1.04	 3:1.05	 4:.001043
2	 1:10.9039	 2:0	 3:0	 4:0
1	 1:9.52583	 2:1.01	 3:1.03	 4:.001627
1	 1:7.44245	 2:0	 3:2.03	 4:.004158
1	 1:1.56044	 2:0	 3:0	 4:0
1	 1:0	 2:0	 3:0	 4:0
1	 1:8.64184	 2:1.01	 3:2.03	 4:.002084
1	 1:9.65979	 2:3.12	 3:3.28	 4:.002653
1	 1:5.17653	 2:0	 3:1.02	 4:.001627
1	 1:6.00267	 2:1.02	 3:1.01	 4:.001976
1	 1:4.25341	 2:2.05	 3:2.1	 4:.004597
1	 1:6.41569	 2:0	 3:0	 4:0
1	 1:12.4862	 2:1.07	 3:2.19	 4:.001414
1	 1:5.84418	 2:1.03	 3:1.04	 4:.000748
1	 1:12.396	 2:0	 3:2.02	 4:.002234
1	 1:8.99489	 2:1.01	 3:2.09	 4:.002637
1	 1:17.0076	 2:2.06	 3:3.18	 4:.005084
1	 1:6.23261	 2:0	 3:1.02	 4:.000974
1	 1:3.70646	 2:0	 3:0	 4:0
2	 1:25.1591	 2:4.23	 3:5.53	 4:.007113
1	 1:19.9182	 2:5.22	 3:6.29	 4:.009132
1	 1:0	 2:0	 3:0	 4:0
1	 1:21.4513	 2:2.15	 3:4.29	 4:.005476
2	 1:15.172	 2:2.03	 3:4.12	 4:.004789
1	 1:8.13388	 2:0	 3:0	 4:0
1	 1:10.7325	 2:1.01	 3:2.08	 4:.002514
1	 1:20.5295	 2:8.16	 3:9.32	 4:.019322
1	 1:3.30831	 2:0	 3:0	 4:0
1	 1:4.41258	 2:1.01	 3:2.04	 4:.004604
1	 1:0	 2:0	 3:0	 4:0
1	 1:0	 2:0	 3:0	 4:0
1	 1:5.26723	 2:0	 3:0	 4:0
1	 1:5.01058	 2:1.01	 3:1.02	 4:.000759
1	 1:8.04434	 2:0	 3:0	 4:0
2	 1:11.1107	 2:3.42	 3:4.68	 4:.006481
1	 1:1.77712	 2:0	 3:0	 4:0
1	 1:6.28027	 2:1.02	 3:1.06	 4:.001627
1	 1:1.76682	 2:0	 3:0	 4:0
1	 1:1.76682	 2:0	 3:0	 4:0
1	 1:6.90569	 2:0	 3:0	 4:0
1	 1:7.39875	 2:0	 3:0	 4:0
1	 1:3.2591	 2:1.02	 3:1.02	 4:.001976
1	 1:4.68802	 2:0	 3:0	 4:0
1	 1:4.64887	 2:0	 3:0	 4:0
1	 1:6.39937	 2:0	 3:1.01	 4:.0009
1	 1:8.29798	 2:0	 3:1.01	 4:.005081
1	 1:9.23472	 2:1.01	 3:1.01	 4:.001335
1	 1:5.42268	 2:2.1	 3:2.08	 4:.002947
2	 1:6.56161	 2:2.02	 3:2.13	 4:.009525
1	 1:16.6473	 2:5.07	 3:6.19	 4:.004568
1	 1:9.36692	 2:0	 3:1.01	 4:.000805
1	 1:3.1764	 2:0	 3:1.01	 4:.002502
1	 1:4.68802	 2:0	 3:0	 4:0
